kind,M,duration,residual_budget,other
triangle_feasibility,0.0038550858306237944,2.213312767188144,1.3510291501059963,False
triangle_feasibility,0.003980498463542472,2.2210190754313226,1.3084625910640701,False
triangle_feasibility,0.004109990987074904,2.229032597099364,1.2672371666294393,False
triangle_feasibility,0.004243696127143781,2.2373677179964515,1.227310621988102,False
triangle_feasibility,0.004381750927476404,2.2460396589711396,1.1886420336385906,False
triangle_feasibility,0.004524296890070382,2.2550645367648277,1.1511917674466121,False
triangle_feasibility,0.0046714801202288915,2.264459430291828,1.114921438021262,False
triangle_feasibility,0.004823451476314202,2.274242452926635,1.0797938693711573,False
triangle_feasibility,0.004980366724372931,2.284432831444821,1.0457730568001706,False
triangle_feasibility,0.005142386697791554,2.2950509923446623,1.0128241300037004,False
triangle_feasibility,0.005309677462145734,2.3061186563688927,0.9809133173276696,False
triangle_feasibility,0.005482410485412536,2.3176589421515437,0.9500079111535957,False
triangle_feasibility,0.005660762813719917,2.3296964800360573,0.9200762343742728,False
triangle_feasibility,0.005844917252813659,2.342257537250157,0.8910876079256924,False
triangle_feasibility,0.006035062555427719,2.3553701557835285,0.8630123193419337,False
triangle_feasibility,0.006231393614750111,2.3690643044998136,0.8358215923007771,False
triangle_feasibility,0.006434111664182486,2.3833720472290776,0.809487557128852,False
triangle_feasibility,0.0066434244835983204,2.398327728836055,0.7839832222360583,False
triangle_feasibility,0.006859546612310991,2.413968181549331,0.759282446450005,False
triangle_feasibility,0.007082699568970095,2.4303329541746685,0.7353599122220971,False
triangle_feasibility,0.007313112078611355,2.447464567211125,0.7121910996778151,False
triangle_feasibility,0.007551020307092905,2.465408797352322,0.6897522614845819,False
triangle_feasibility,0.007796668103158107,2.4842149954006905,0.6680203985114684,False
triangle_feasibility,0.00805030724837317,2.503936442265991,0.6469732362557774,False
triangle_feasibility,0.008312197715195651,2.524630748480888,0.6265892020123514,False
triangle_feasibility,0.008582607933438345,2.5463603035703932,0.6068474027622025,False
triangle_feasibility,0.008861815065401742,2.569192782688833,0.5877276037577995,False
triangle_feasibility,0.009150105289957028,2.5932017192252053,0.569210207783062,False
triangle_feasibility,0.009447774095870732,2.6184671536219444,0.551276235066808,False
